Person,Rank,First Name,Last Name,Pre-Nominal,Given Name,Surname,Bloodname,Post-Nominal,Callsign,Age,Status,Gender,Skill Level,Role,Unit Assignment,Force,Deployed,Mech,Vehicle,Naval,VTOL,Aero,Aircraft,Vessel,Battle Armour,Small Arms,Anti-Mek,Artillery,Tactics,Strategy,Leadership,Tech/Mek,Tech/Aero,Mechanic,Tech/BA,Medical,Admin,Negotiation,Scrounge,Injuries,Kills,Salary,XP,Origin Faction,Origin Planet,Birthday,Recruitment Date,Last Rank Change,Due Date,Retirement Date,Death Date,Commander,Founder,Clan Personnel,Marriageable,Divorceable,Trying to Conceive,Immortal,Toughness,Edge,SPA Count,Implant Count,Portrait Path
"",,George,Kirkup,,George,Kirkup,,,,3007-09-08,Active,Male,Veteran,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,0,0,800 C-Bill,4,Independent,Star's End (Novo Cressidas),3007-09-08,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,None
"",,Marquart,Tsui,,Marquart,Tsui,,,,2998-04-26,Active,Male,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",8,Lyran Commonwealth,Trell I,2998-04-26,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,None
"",,Karen,Hawksly,,Karen,Hawksly,,,,3003-12-06,Active,Female,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",4,Mercenary,Trell I,3003-12-06,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,None
"",,Euphemia,Poniros,,Euphemia,Poniros,,,,2995-09-29,Active,Female,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",8,Mercenary,Csesztreg,2995-09-29,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,None
"",,Prabhu,Chirag,,Prabhu,Chirag,,,,3007-06-20,Active,Male,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",1,Mercenary,Steelton,3007-06-20,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,None
"",,Brassal,Cross,,Brassal,Cross,,,,2984-12-18,Active,Male,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",12,Draconis Combine,Harvest,2984-12-18,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,None
"",,Lorie,Zhào,,Lorie,Zhào,,,,2997-02-28,Active,Female,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",4,Independent,Star's End (Novo Cressidas),2997-02-28,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,None
"",,Orran,Richardson,,Orran,Richardson,,,,2991-09-12,Active,Male,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",10,Mercenary,Verthandi (Norn),2991-09-12,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,None
"",,Callum,MacRanald,,Callum,MacRanald,,,,3001-02-04,Active,Male,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",4,Mercenary,Maxie's Planet,3001-02-04,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,None
"",,Jeffery,Brown,,Jeffery,Brown,,,,3004-09-20,Active,Male,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",0,Independent,Star's End (Novo Cressidas),3004-09-20,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,None
"",Private,Han-wu,Ng,,Han-wu,Ng,,,,3007-10-03,Active,Male,Green,Soldier,Jump Platoon (Rifle),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,450 C-Bill,3,Mercenary,Steelton,3007-10-03,3028-06-02,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_20.png
"",Private,Apolena,Vilha,,Apolena,Vilha,,,,3005-06-24,Active,Female,Regular,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,5,-,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,2,Lyran Commonwealth,Steelton,3005-06-24,3028-06-02,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_29.png
"",Sergeant,Kozue,Ishikawa,,Kozue,Ishikawa,,,,2991-07-30,Active,Male,Veteran,MechWarrior,Wolfhound WLF-1,Light Lance,-,3/4,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,3,-,-,-,-,-,-,-,-,-,-,0,1,"2,400 C-Bill",4,Mercenary,Star's End (Novo Cressidas),2991-07-30,3028-08-29,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/MechWarrior/MW_M_106.png
"",Private,Toniko,Yamamoto,,Toniko,Yamamoto,,,,2996-08-27,Active,Female,Regular,Vehicle Driver,Partisan Heavy Tank [Driver],Armoured Cavalry,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,4,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Mercenary,Rodigo,2996-08-27,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Driver/VeeDrvr_F_12.png
"",Private,Shirai,Vasilyev,,Shirai,Vasilyev,,,,3003-08-23,Active,Male,Green,Vehicle Gunner,Partisan Heavy Tank [Gunner],Armoured Cavalry,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,540 C-Bill,0,Draconis Combine,Csesztreg,3003-08-23,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_35.png
"",Private,Sadri,Eyice,,Sadri,Eyice,,,,3003-03-20,Active,Male,Regular,Vehicle Gunner,Partisan Heavy Tank [Gunner],Armoured Cavalry,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,4,-,4,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,1,Mercenary,Lovinac,3003-03-20,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_24.png
"",Private,Caterina,Gardini,,Caterina,Gardini,,,,2994-05-17,Active,Female,Regular,Vehicle Gunner,Partisan Heavy Tank [Gunner],Armoured Cavalry,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Lyran Commonwealth,Romulus,2994-05-17,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_27.png
"",Private,Lucas,Parastadidis,,Lucas,Parastadidis,,,,2997-05-24,Active,Male,Regular,Vehicle Gunner,Partisan Heavy Tank [Gunner],Armoured Cavalry,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Independent,Star's End (Novo Cressidas),2997-05-24,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_88.png
"",Private,Lauren,Antonakos,,Lauren,Antonakos,,,,2999-09-29,Active,Female,Regular,Vehicle Gunner,Partisan Heavy Tank [Gunner],Armoured Cavalry,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Draconis Combine,Lovinac,2999-09-29,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_23.png
"",Private,Jessie,Stunt,,Jessie,Stunt,,,,3007-05-22,Active,Female,Regular,Vehicle Driver,Partisan Heavy Tank #2 [Driver],Armoured Cavalry,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Mercenary,Icar,3007-05-22,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Driver/VeeDrvr_F_20.png
"",Private,Roman,Thomas,,Roman,Thomas,,,,3004-04-15,Active,Male,Green,Vehicle Gunner,Partisan Heavy Tank #2 [Gunner],Armoured Cavalry,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,540 C-Bill,0,Independent,Star's End (Novo Cressidas),3004-04-15,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_66.png
"",Private,Bruna,Feist,,Bruna,Feist,,,,3004-11-30,Active,Female,Regular,Vehicle Gunner,Partisan Heavy Tank #2 [Gunner],Armoured Cavalry,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Mercenary,Chateau,3004-11-30,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_20.png
"",Private,Will,bin Muntasir,,Will,bin Muntasir,,,,3006-02-13,Active,Male,Regular,Vehicle Gunner,Partisan Heavy Tank #2 [Gunner],Armoured Cavalry,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,1,Independent,Star's End (Novo Cressidas),3006-02-13,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_41.png
"",Private,Manfred,Sande,,Manfred,Sande,,,,3001-04-22,Active,Male,Regular,Vehicle Gunner,Partisan Heavy Tank #2 [Gunner],Armoured Cavalry,-,-/-,4/-,4/-,4/-,5/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Lyran Commonwealth,Maxie's Planet,3001-04-22,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_53.png
"",Private,Emiliy,Luzanov,,Emiliy,Luzanov,,,,3001-05-13,Active,Male,Regular,Vehicle Gunner,Partisan Heavy Tank #2 [Gunner],Armoured Cavalry,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Independent,Star's End (Novo Cressidas),3001-05-13,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_38.png
"",Private,Zale,Gatchis,,Zale,Gatchis,,,,2997-12-23,Active,Male,Regular,Vehicle Driver,Partisan Heavy Tank #3 [Driver],Armoured Cavalry,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,4,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Independent,Star's End (Novo Cressidas),2997-12-23,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Driver/VeeDrvr_M_13.png
"",Private,Marianna,Palach,,Marianna,Palach,,,,3000-04-24,Active,Female,Regular,Vehicle Gunner,Partisan Heavy Tank #3 [Gunner],Armoured Cavalry,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Draconis Combine,Verthandi (Norn),3000-04-24,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_11.png
"",Lieutenant SG,Adalie,Schmitt,,Adalie,Schmitt,,,,3003-09-29,Active,Female,Veteran,Vehicle Gunner,Partisan Heavy Tank #3 [Gunner],Armoured Cavalry,-,5/-,3/-,3/-,3/-,-/-,-/-,-/-,-,4,-,-,3,-,-,-,-,-,-,-,-,-,-,0,0,"1,728 C-Bill",0,Draconis Combine,Lovinac,3003-09-29,3028-09-04,3028-09-04,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_16.png
"",Private,Byanca,Morales,,Byanca,Morales,,,,3002-03-18,Active,Female,Regular,Vehicle Gunner,Partisan Heavy Tank #3 [Gunner],Armoured Cavalry,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Independent,Star's End (Novo Cressidas),3002-03-18,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_2.png
"",Private,Yoshihito,Suzuki,,Yoshihito,Suzuki,,,,3007-08-27,Active,Male,Green,Vehicle Gunner,Partisan Heavy Tank #3 [Gunner],Armoured Cavalry,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,540 C-Bill,0,Draconis Combine,New Caledonia,3007-08-27,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_8.png
"",Private,Robin,Woods,,Robin,Woods,,,,3001-03-11,Active,Female,Regular,Vehicle Gunner,Partisan Heavy Tank #3 [Gunner],Armoured Cavalry,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,1,Mercenary,Star's End (Novo Cressidas),3001-03-11,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_15.png
"",,Evan,Shafer,,Evan,Shafer,,,,3007-10-08,Active,Male,Green,Mechanic,2 units (480m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,0,0,480 C-Bill,1,Draconis Combine,Harvest,3007-10-08,3028-09-04,3028-09-04,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Mechanic/Mechanic_M_1.png
"",,Ricarda,Garibaldi,,Ricarda,Garibaldi,,,,3000-12-10,Active,Female,Regular,Mechanic,Partisan Heavy Tank #3 (360m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,0,0,800 C-Bill,1,Mercenary,The Edge,3000-12-10,3028-09-04,3028-09-04,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Mechanic/Mechanic_F_12.png
"",,Jerry,Ullock,,Jerry,Ullock,,,,2996-10-10,Active,Male,Veteran,Mechanic,Partisan Heavy Tank (360m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,0,0,"1,280 C-Bill",3,Independent,Star's End (Novo Cressidas),2996-10-10,3028-09-04,3028-09-04,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Mechanic/Mechanic_M_6.png
"",Private,Steve,Suri,,Steve,Suri,,,,3007-01-24,Active,Male,Green,Vehicle Driver,LRM Carrier [Driver],Fire Support,-,-/-,5/6,5/-,5/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,540 C-Bill,0,Mercenary,Harvest,3007-01-24,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Driver/VeeDrvr_M_19.png
"",Private,Nora,Jilavian,,Nora,Jilavian,,,,3004-08-18,Active,Female,Green,Vehicle Gunner,LRM Carrier [Gunner],Fire Support,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,540 C-Bill,1,Independent,Star's End (Novo Cressidas),3004-08-18,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_28.png
"",Private,Tad,Osipovski,,Tad,Osipovski,,,,2998-01-22,Active,Male,Veteran,Vehicle Gunner,LRM Carrier [Gunner],Fire Support,-,-/-,3/-,3/-,3/-,-/-,-/-,-/-,-,5,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,"1,440 C-Bill",1,Independent,Star's End (Novo Cressidas),2998-01-22,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_56.png
"",Private,Yuki,Igitian,,Yuki,Igitian,,,,2996-07-06,Active,Male,Regular,Vehicle Gunner,LRM Carrier [Gunner],Fire Support,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Draconis Combine,Verthandi (Norn),2996-07-06,3028-09-04,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_13.png
"",,Siv,Ule,,Siv,Ule,,,,3007-09-05,Active,Female,Green,Mechanic,2 units (420m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,0,0,480 C-Bill,1,Mercenary,Romulus,3007-09-05,3028-09-04,3028-09-04,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Mechanic/Mechanic_F_18.png
"",,Rayna,bin Nawaf,,Rayna,bin Nawaf,,,,2992-05-21,Active,Female,Veteran,Mech Tech,Hunchback HBK-4P #2 (240m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,0,0,"1,280 C-Bill",2,Mercenary,Lovinac,2992-05-21,3028-09-04,3028-09-04,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Mech Tech/MechTech_F_8.png
"",Lieutenant JG,Annie,Clarke,,Annie,Clarke,,,,3004-01-22,Active,Female,Regular,Vessel Pilot,Union (2708) [Pilot],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,-/5,-,4,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",1,Mercenary,Kirchbach,3004-01-22,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vessel Pilot/VesPilot_F_3.png
"",Lieutenant SG,Barry,Nesbett,,Barry,Nesbett,,,,3004-06-27,Active,Male,Regular,Vessel Pilot,Union (2708) [Pilot],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,-/5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",1,Mercenary,Csesztreg,3004-06-27,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vessel Pilot/VesPilot_M_1.png
"",Spaceman,Keya,Samudra,,Keya,Samudra,,,,3001-09-22,Active,Female,Regular,Vessel Pilot,Union (2708) [Pilot],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,-/5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,000 C-Bill",1,Lyran Commonwealth,Icar,3001-09-22,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vessel Pilot/VesPilot_F_5.png
"",Spaceman,Adrian,Withecombe,,Adrian,Withecombe,,,,3001-04-21,Active,Male,Regular,Vessel Gunner,Union (2708) [Gunner],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,4/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,000 C-Bill",1,Mercenary,Harvest,3001-04-21,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vessel Gunner/VesGunner_M_3.png
"",Spaceman,Sayf,bin Ma'n,,Sayf,bin Ma'n,,,,2994-08-30,Active,Male,Veteran,Vessel Gunner,Union (2708) [Gunner],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,3/-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,600 C-Bill",1,Lyran Commonwealth,Romulus,2994-08-30,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,1,0,Male/Vessel Gunner/VesGunner_M_6.png
"",Spaceman,Paolo,Pexego,,Paolo,Pexego,,,,3003-10-07,Active,Male,Regular,Vessel Gunner,Union (2708) [Gunner],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,4/-,-,5,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,"1,000 C-Bill",2,Mercenary,Rodigo,3003-10-07,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vessel Gunner/VesGunner_M_4.png
"",Spaceman,Yanamarie,Guillén,,Yanamarie,Guillén,,,,3004-10-11,Active,Female,Regular,Vessel Gunner,Union (2708) [Gunner],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,4/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,000 C-Bill",2,Draconis Combine,Rodigo,3004-10-11,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vessel Gunner/VesGunner_F_4.png
"",Spaceman,Mihai,Rey,,Mihai,Rey,,,,2997-11-27,Active,Male,Veteran,Vessel Gunner,Union (2708) [Gunner],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,3/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,600 C-Bill",2,Independent,Star's End (Novo Cressidas),2997-11-27,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vessel Gunner/VesGunner_M_1.png
"",Captain,Kellie,Sánchez,,Kellie,Sánchez,,,,2999-04-18,Active,Female,Elite,Vessel Gunner/Vessel Pilot,Union (2708) [Gunner],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,2/3,-,5,-,-,3,-,-,-,-,-,-,-,-,-,-,0,0,"5,760 C-Bill",1,Draconis Combine,Rodigo,2999-04-18,3028-09-04,3028-09-04,,,,No,No,No,Yes,N/A,Yes,No,0,0,1,0,Female/Vessel Gunner/VesGunner_F_3.png
"",Petty Officer,Isaac,Tsu,,Isaac,Tsu,,,,2992-03-04,Active,Male,Regular,Vessel Crewmember,Union (2708) [Crew],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,000 C-Bill",1,Independent,Star's End (Novo Cressidas),2992-03-04,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vessel Crewmember/VesCrew_M_8.png
"",Chief Petty Officer,Ava,Beedell,,Ava,Beedell,,,,2996-04-20,Active,Female,Veteran,Vessel Crewmember,Union (2708) [Crew],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,600 C-Bill",1,Independent,Star's End (Novo Cressidas),2996-04-20,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vessel Crewmember/VesCrew_F_1.png
"",Captain,Amal,bin Azim,,Amal,bin Azim,,,,2995-09-01,Active,Female,Veteran,Vessel Pilot,Gazelle (Heavy Vehicle) Mk II [Pilot],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,-/4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,920 C-Bill",0,Draconis Combine,Verthandi (Norn),2995-09-01,3028-09-04,3028-09-04,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vessel Pilot/VesPilot_F_7.png
"",Lieutenant SG,Ingrid,Draeger,,Ingrid,Draeger,,,,2999-12-14,Active,Female,Regular,Vessel Pilot,Gazelle (Heavy Vehicle) Mk II [Pilot],DropShips,-,-/-,-/5,-/-,-/-,-/-,-/-,-/5,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",0,Draconis Combine,Lovinac,2999-12-14,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vessel Pilot/VesPilot_F_1.png
"",Lieutenant JG,Sebastian,Maynard,,Sebastian,Maynard,,,,3006-07-11,Active,Male,Regular,Vessel Pilot,Gazelle (Heavy Vehicle) Mk II [Pilot],DropShips,-,-/5,-/-,-/-,-/-,-/-,-/-,-/5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",0,Mercenary,Kirchbach,3006-07-11,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vessel Pilot/VesPilot_M_6.png
"",Spaceman,Shelby,Mahatapa,,Shelby,Mahatapa,,,,3006-08-09,Active,Female,Regular,Vessel Gunner,Gazelle (Heavy Vehicle) Mk II [Gunner],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,4/-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,"1,000 C-Bill",0,Draconis Combine,Lovinac,3006-08-09,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vessel Gunner/VesGunner_F_5.png
"",Spaceman,Tsunesaburo,Akiyama,,Tsunesaburo,Akiyama,,,,3001-11-02,Active,Male,Regular,Vessel Gunner,Gazelle (Heavy Vehicle) Mk II [Gunner],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,4/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,000 C-Bill",1,Draconis Combine,The Edge,3001-11-02,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vessel Gunner/VesGunner_M_10.png
"",Spaceman,Dara,O'Hegarty,,Dara,O'Hegarty,,,,3008-09-01,Active,Male,Green,Vessel Gunner,Gazelle (Heavy Vehicle) Mk II [Gunner],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,5/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,600 C-Bill,0,Mercenary,Planting,3008-09-01,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vessel Gunner/VesGunner_M_2.png
