Person,Rank,First Name,Last Name,Pre-Nominal,Given Name,Surname,Bloodname,Post-Nominal,Callsign,Age,Status,Gender,Skill Level,Profession,Unit Assignment,Force,Deployed,Mek,Vehicle,Naval,VTOL,Aero,Aircraft,Vessel,Battle Armour,Small Arms,Anti-Mek,Artillery,Tactics,Strategy,Leadership,Tech/Mek,Tech/Aero,Mechanic,Tech/BA,Tech/Vessel,Medical,Admin,Negotiation,Scrounge,Injuries,Kills,Salary,XP,Origin Faction,Origin Planet,Birthday,Recruitment Date,Last Rank Change,Due Date,Retirement Date,Death Date,Commander,Founder,Clan Personnel,Interested in Marriage,Divorceable,Interested in Children,Excluded from Random Death,Toughness,Connections,Wealth,Reputation,Unlucky,Fatigue,Edge,SPA Count,Implant Count,Loyalty,Education,Aggression,Ambition,Greed,Social,Reasoning,Strength,Body,Reflexes,Dexterity,Intelligence,Willpower,Charisma
"",,Lara,Bell,,Lara,Bell,,,,3030-04-02,Student,Female,Regular,Student,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0 C-Bill,19,Mercenary,Campertown,3030-04-02,3030-04-12,,,,,No,Yes,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,13,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",,Katelyn,Miyazaki,,Katelyn,Miyazaki,,,,3030-04-10,Student,Female,Regular,Student,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0 C-Bill,9,Mercenary,Campertown,3030-04-10,3030-04-12,,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,1,0,13,Early Childhood,Reckless (-),None (-),None (-),None (-),9,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",,Merlin,Vilha,,Merlin,Vilha,,,,3030-06-17,Student,Male,Regular,Student,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0 C-Bill,8,Mercenary,Andurien,3030-06-17,3030-09-19,,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,11,Early Childhood,Diplomatic (++),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",,Suchandra,Khamisi,,Suchandra,Khamisi,,,,3030-08-05,Student,Female,Regular,Student,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0 C-Bill,0,Mercenary,Andurien,3030-08-05,3030-09-19,,,,,No,Yes,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,1,0,16,Early Childhood,None (-),None (-),None (-),Disingenuous (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",,Arthur,Ortíz,,Arthur,Ortíz,,,,3030-09-15,Student,Male,Regular,Student,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0 C-Bill,0,Mercenary,Primus,3030-09-15,3030-09-19,,,,,No,Yes,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,7,Early Childhood,None (-),Motivated (+),None (-),None (-),9,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Valery,Badea,,Valery,Badea,,,Daring,3010-07-31,Active,Male,Green,Vehicle Driver,LRM Carrier [Driver],Bravo Armoued Battle Lance,-,-/-,5/6,5/-,5/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,29,Mercenary,Shiba,3010-07-31,3030-09-19,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,8,High School,None (-),None (-),Profitable (+),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Joyce,Ou-yang,,Joyce,Ou-yang,,,Frosty,3004-02-24,Active,Female,Regular,Vehicle Gunner,LRM Carrier [Gunner],Bravo Armoued Battle Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",35,Mercenary,Nihal,3004-02-24,3030-09-19,3031-02-15,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,12,High School,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Naomi,Buchan,,Naomi,Buchan,,,Prestige,3007-05-08,Active,Female,Green,Vehicle Gunner,LRM Carrier [Gunner],Bravo Armoued Battle Lance,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,28,Duchy of Andurien,Primus,3007-05-08,3030-09-19,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,12,High School,None (-),None (-),None (-),None (-),16,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Dennis,Chlapowski,,Dennis,Chlapowski,,,Cyan,3002-10-09,Active,Male,Veteran,Vehicle Gunner,LRM Carrier [Gunner],Bravo Armoued Battle Lance,-,-/-,3/-,3/-,3/-,-/-,-/-,-/-,-,5,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"2,635 C-Bill",21,Mercenary,Housekarle,3002-10-09,3030-09-19,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-1,1,1,0,13,High School,None (-),Ruthless (-),Mercenary (-),None (-),11,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Esmeralda,Marwat,,Esmeralda,Marwat,,,Domino,3006-08-06,Active,Female,Regular,Vehicle Driver,Maxim Heavy Hover Transport #2 [Driver],Delta Transport Lance (Hover),-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",25,Mercenary,Madras,3006-08-06,3030-09-19,3031-02-15,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,11,High School,Bold (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Kasienka,Niedziela,,Kasienka,Niedziela,,,Peach,3005-04-06,Active,Female,Regular,Vehicle Gunner,Maxim Heavy Hover Transport #2 [Gunner],Delta Transport Lance (Hover),-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",25,Duchy of Andurien,Prix,3005-04-06,3030-09-19,3031-02-15,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,8,High School,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Deisy,Ule,,Deisy,Ule,,,Cooler,3002-12-03,Active,Female,Regular,Vehicle Gunner,Maxim Heavy Hover Transport #2 [Gunner],Delta Transport Lance (Hover),-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",35,Mercenary,Grand Base,3002-12-03,3030-09-19,3031-02-15,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,0,1,0,0,12,High School,Reckless (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Sao-wei,Dan Lukyanov,,Sao-wei,Dan Lukyanov,,,Dray,3003-03-29,Active,Male,Veteran,Vehicle Driver,Ontos Heavy Tank (LRM) [Driver],Bravo Armoued Battle Lance,-,-/-,3/4,3/-,3/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,685 C-Bill",23,Capellan Confederation,Grand Base,3003-03-29,3030-09-19,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-1,0,0,0,12,High School,None (-),None (-),None (-),Indifferent (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Dwayne,Willis,,Dwayne,Willis,,,Octane,2997-05-08,Active,Male,Veteran,Vehicle Crewmember / Mechanic,Sherpa Armored Truck #2 [Gunner],Loistics Support Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,7,-,-,-,-,5,-,-,-,6,-,-,0,0,"2,434 C-Bill",31,Capellan Confederation,Grand Base,2997-05-08,3030-09-19,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-1,0,0,0,6,High School,None (-),None (-),None (-),None (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Cira,Defelitta,,Cira,Defelitta,,,Carnie,3009-06-18,Active,Female,Veteran,Vehicle Gunner,Ontos Heavy Tank (LRM) [Gunner],Bravo Armoued Battle Lance,-,-/-,3/-,3/-,3/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,685 C-Bill",27,Capellan Confederation,Columbine,3009-06-18,3030-09-19,3031-02-15,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,-1,0,0,0,6,High School,None (-),None (-),Shrewd (+),None (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Duc-Trang,Langah,,Duc-Trang,Langah,,,Resolute,3009-09-17,Active,Female,Veteran,Vehicle Gunner,Ontos Heavy Tank (LRM) [Gunner],Bravo Armoued Battle Lance,-,-/-,3/-,3/-,3/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,685 C-Bill",22,Capellan Confederation,Bellatrix,3009-09-17,3030-09-19,3031-02-15,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,-1,0,0,0,11,High School,None (-),None (-),Generous (+),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Leisa,Volkov,,Leisa,Volkov,,,Riffraff,3002-07-09,Active,Female,Veteran,Vehicle Crewmember / Mechanic,Sherpa Armored Truck #4 [Gunner],Loistics Support Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,7,-,-,-,-,5,-,-,-,-,-,-,0,0,"2,434 C-Bill",42,Capellan Confederation,Shiba,3002-07-09,3030-09-19,3031-02-15,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,-1,0,1,0,8,High School,Assertive (+),None (-),Eager (+),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Kaleb,bin Marid,,Kaleb,bin Marid,,,Python,3000-05-09,Active,Male,Elite,Vehicle Gunner,Ontos Heavy Tank (LRM) [Gunner],Bravo Armoued Battle Lance,-,-/-,2/-,2/-,2/-,-/-,-/-,-/-,-,5,-,4,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"3,370 C-Bill",32,Capellan Confederation,Latice,3000-05-09,3030-09-19,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-2,0,0,0,7,High School,None (-),None (-),Self-Serving (-),Erratic (-),9,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Jiong,Dai,,Jiong,Dai,,,Cryo,3005-10-16,Active,Male,Veteran,Vehicle Gunner,Ontos Heavy Tank (LRM) [Gunner],Bravo Armoued Battle Lance,-,-/-,3/-,3/-,3/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,685 C-Bill",28,Capellan Confederation,Kasdach,3005-10-16,3030-09-19,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-1,0,0,0,10,High School,Impulsive (-),None (-),None (-),None (-),14,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Minh-Thu,Lupsan,,Minh-Thu,Lupsan,,,Optic,3005-10-25,Active,Female,Veteran,Vehicle Gunner,Partisan Heavy Tank [Gunner],Alpha Armoued Direct Fire Lance,-,-/-,3/-,3/-,3/-,-/-,-/-,-/-,-,5,-,5,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,685 C-Bill",22,Capellan Confederation,Sigma Mare,3005-10-25,3030-09-19,3031-02-15,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,-1,0,0,0,11,High School,Impulsive (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Viktoria,Finnesand,,Viktoria,Finnesand,,,Charbroil,3010-12-03,Active,Female,Elite,Vehicle Gunner,Ontos Heavy Tank (LRM) [Gunner],Bravo Armoued Battle Lance,-,-/-,2/-,2/-,2/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"3,370 C-Bill",21,Capellan Confederation,Homestead,3010-12-03,3030-09-19,3031-02-15,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,-2,0,0,0,5,High School,None (-),Resilient (+),Shameless (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Rauno,Pablo,,Rauno,Pablo,,,Blobfish,3001-08-10,Active,Male,Elite,Vehicle Gunner,Ontos Heavy Tank (LRM) [Gunner],Bravo Armoued Battle Lance,-,-/-,1/-,1/-,1/-,-/-,-/-,-/-,-,-,-,5,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"5,270 C-Bill",42,Capellan Confederation,Shiba,3001-08-10,3030-09-19,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-2,0,0,0,13,High School,Brash (-),Energetic (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Holly,Ruíz,,Holly,Ruíz,,,Professor,2995-03-03,Active,Female,Veteran,Vehicle Crewmember / Mechanic,Sherpa Armored Truck #3 [Gunner],Loistics Support Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,7,-,-,-,-,5,-,-,-,-,-,-,0,0,"2,434 C-Bill",27,Capellan Confederation,Housekarle,2995-03-03,3030-09-19,3031-02-15,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,-1,0,1,0,10,High School,None (-),Opportunistic (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Yue-Li,Lam,,Yue-Li,Lam,,,Lockjaw,2998-01-15,Active,Female,Veteran,VTOL Pilot,Warrior Attack Helicopter H-7 #3 [Driver],Delta VTOL Airbourne Cavalry Lance,-,-/-,3/-,3/-,3/4,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,685 C-Bill",44,Mercenary,Homestead,2998-01-15,3030-09-20,3031-02-15,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,-1,1,1,0,13,High School,None (-),None (-),Exploitative (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Ulbrecht,Fissler,,Ulbrecht,Fissler,,,Cueball,2998-02-01,Active,Male,Veteran,Vehicle Gunner,Maxim Heavy Hover Transport #2 [Gunner],Delta Transport Lance (Hover),-,-/-,3/-,3/-,3/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,685 C-Bill",20,Mercenary,Nihal,2998-02-01,3030-09-22,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-1,0,1,0,10,High School,Intrepid (+),None (-),None (-),None (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Carol,Grant,,Carol,Grant,,,Mantis,3007-09-01,Active,Female,Regular,Vehicle Driver,Schrek (Large Laser) #2 [Driver],Echo Armoued Battle Lance,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,5,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",13,Mercenary,Sigma Mare,3007-09-01,3030-09-22,3031-02-15,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,13,High School,None (-),Energetic (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Finlay,Fletcher,,Finlay,Fletcher,,,Seelie,3006-04-03,Active,Male,Regular,Vehicle Gunner,Pegasus Scout Hover Tank [Gunner],Charlie Armoured Light Recon Team,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",25,Duchy of Andurien,Prix,3006-04-03,3030-09-22,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,10,High School,Decisive (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Cathleen,Boscocuro,,Cathleen,Boscocuro,,,Justice,3005-04-15,Active,Female,Regular,Vehicle Gunner,Pegasus Scout Hover Tank [Gunner],Charlie Armoured Light Recon Team,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",19,Mercenary,Columbine,3005-04-15,3030-09-22,3031-02-15,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,5,High School,None (-),Strategic (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Rob,Chippo,,Rob,Chippo,,,Coco,3006-10-01,Active,Male,Regular,Vehicle Gunner,Warrior Attack Helicopter H-7 #2 [Gunner],Delta VTOL Airbourne Cavalry Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,4,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",20,Mercenary,Decatur,3006-10-01,3030-09-24,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,7,High School,None (-),None (-),Eager (+),Callous (-),11,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Pierrick,Pancaldi,,Pierrick,Pancaldi,,,Sergeant,3004-03-26,Active,Male,Regular,Vehicle Gunner,LRM Carrier #2 [Gunner],Bravo Armoued Battle Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",21,Mercenary,Betelgeuse,3004-03-26,3030-09-25,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,11,High School,None (-),None (-),Overreaching (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Alexander,Barerra,,Alexander,Barerra,,,Jazzman,2996-09-14,Active,Male,Regular,Vehicle Gunner,LRM Carrier #2 [Gunner],Bravo Armoued Battle Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",15,Mercenary,Buenos Aires,2996-09-14,3030-09-25,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,14,High School,None (-),Driven (+),None (-),Considerate (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Fariha,Thimanniya,,Fariha,Thimanniya,,,Toaster,3001-08-08,Active,Female,Green,Vehicle Driver,Sherpa Armored Truck #4 [Driver],Loistics Support Lance,-,-/-,5/6,5/-,5/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,25,Mercenary,Homestead,3001-08-08,3030-09-25,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,12,High School,Belligerent (-),None (-),None (-),None (-),15,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Voislava,Tyaar,,Voislava,Tyaar,,,Coolant,3009-12-26,Active,Female,Green,Vehicle Gunner,Sherpa Armored Truck #3 [Gunner],Loistics Support Lance,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,5,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,20,Mercenary,Wright,3009-12-26,3030-09-25,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,9,High School,None (-),None (-),None (-),None (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Lorine,Gates,,Lorine,Gates,,,Crawfish,3007-10-02,Active,Female,Green,Vehicle Gunner,Sherpa Armored Truck #4 [Gunner],Loistics Support Lance,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,19,Mercenary,Holloway,3007-10-02,3030-09-25,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,10,High School,None (-),Calculating (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Shirai,Goto,,Shirai,Goto,,,Sparky,3004-08-11,Active,Male,Regular,Vehicle Driver,LRM Carrier #2 [Driver],Bravo Armoued Battle Lance,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,4,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",24,Duchy of Andurien,Primus,3004-08-11,3030-09-26,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,5,High School,None (-),None (-),None (-),Friendly (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Ighlas,Kibowen,,Ighlas,Kibowen,,,Spare Diaper,3005-07-27,Active,Male,Regular,Vehicle Gunner,LRM Carrier #2 [Gunner],Bravo Armoued Battle Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,647 C-Bill",31,Mercenary,Decatur,3005-07-27,3030-09-26,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,13,High School,None (-),None (-),None (-),Supportive (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Sasnik,Weinkowe,,Sasnik,Weinkowe,,,Cross Country,3005-08-24,Active,Male,Regular,Vehicle Gunner,Mobile Headquarters (ICE) [Gunner],HQ,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",17,Mercenary,Buenos Aires,3005-08-24,3030-09-26,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,10,High School,None (-),None (-),Lustful (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Thomas,Turczyn,,Thomas,Turczyn,,,Kitten,3007-06-02,Active,Male,Green,Vehicle Driver,Sherpa Armored Truck #3 [Driver],Loistics Support Lance,-,-/-,5/6,5/-,5/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,30,Mercenary,Latice,3007-06-02,3030-09-26,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,14,High School,None (-),None (-),Shrewd (+),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Abizar,Mok,,Abizar,Mok,,,Molly,3007-11-24,Active,Male,Regular,Vehicle Driver,Sherpa Armored Truck #2 [Driver],Loistics Support Lance,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",6,Duchy of Andurien,Primus,3007-11-24,3030-09-27,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,9,High School,None (-),Selfish (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Ole,Worren,,Ole,Worren,,,Mailsloth,3005-05-29,Active,Male,Regular,Vehicle Gunner,Sherpa Armored Truck #2 [Gunner],Loistics Support Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",29,Mercenary,Sigma Mare,3005-05-29,3030-09-27,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,16,High School,None (-),None (-),None (-),None (-),6,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Yeghisabet,Endo,,Yeghisabet,Endo,,,Iceburg,3009-06-26,Active,Female,Green,Vehicle Driver,Sherpa Armored Truck [Driver],Loistics Support Lance,-,-/-,5/6,5/-,5/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,15,Mercenary,Bellatrix,3009-06-26,3030-10-04,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,12,High School,None (-),None (-),None (-),Disingenuous (-),9,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Chris,Viaud,,Chris,Viaud,,,Frigate,2997-05-24,Active,Male,Regular,Vehicle Gunner,Sherpa Armored Truck [Gunner],Loistics Support Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,4,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",11,Duchy of Andurien,Primus,2997-05-24,3030-10-04,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,10,High School,Fearless (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Dwayne,MacDonaugh,,Dwayne,MacDonaugh,,,Olaf,3001-10-09,Active,Male,Regular,Vehicle Gunner,Maxim Heavy Hover Transport #3 [Gunner],Delta Transport Lance (Hover),-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,4,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",20,Mercenary,Housekarle,3001-10-09,3030-10-04,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,3,High School,None (-),None (-),None (-),Irritable (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
